dst,cid,dci,next,pattern,Label
2,2,2,0,2,0
0,0,0,0,0,0
13,13,5,12,13,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,2,2,0
1,1,0,1,1,0
5,5,0,5,5,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,0,1,0
5,5,5,1,5,0
0,0,0,0,0,0
9,9,0,9,9,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,2,2,0
17,17,17,13,17,0
8,8,8,4,8,0
4,4,4,4,4,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,1,1,0
14,14,14,6,14,0
9,9,9,9,9,0
19,19,19,15,19,0
1,1,1,1,1,0
25,25,0,25,25,0
0,0,0,0,0,0
6,6,0,6,6,0
18,18,0,18,18,0
13,13,0,13,13,0
17,17,0,17,17,0
10,10,0,10,10,0
7,7,7,4,7,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,4,4,0
20,20,0,20,20,0
13,13,0,13,13,0
0,0,0,0,0,0
0,0,0,0,0,0
33,33,4,29,33,0
9,9,9,5,9,0
0,0,0,0,0,0
0,0,0,0,0,0
23,23,20,19,23,0
28,28,9,24,28,0
6,6,1,6,6,0
7,7,4,3,7,0
1,1,0,1,1,0
22,22,7,22,22,0
8,8,8,4,8,0
8,8,0,8,8,0
2,2,2,1,2,0
22,22,6,19,22,0
14,14,9,10,14,0
6,6,2,6,6,0
6,6,6,3,6,0
25,25,25,17,25,0
4,4,4,4,4,0
23,23,19,20,23,0
30,30,0,30,30,0
14,14,0,14,14,0
40,40,2,38,40,0
45,45,6,39,45,0
17,17,11,17,17,0
0,0,0,0,0,0
16,16,16,12,16,0
12,12,4,12,12,0
0,0,0,0,0,0
1,1,0,1,1,0
34,34,0,34,34,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,0,1,0
8,8,8,4,8,0
1,1,1,0,1,0
0,0,0,0,0,0
18,18,18,14,18,0
8,8,8,4,8,0
36,36,7,36,36,0
4,4,4,0,4,0
13,13,13,13,13,0
4,4,4,0,4,0
1,1,1,1,1,0
0,0,0,0,0,0
2,2,2,2,2,0
12,12,12,9,12,0
4,4,4,4,4,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,0,2,0
17,17,17,10,17,0
4,4,4,4,4,0
9,9,9,5,9,0
0,0,0,0,0,0
2,2,1,1,2,0
28,28,0,28,28,0
0,0,0,0,0,0
5,5,0,5,5,0
38,38,0,38,38,0
29,29,14,26,29,0
11,11,11,7,11,0
0,0,0,0,0,0
0,0,0,0,0,0
24,24,0,24,24,0
0,0,0,0,0,0
12,12,12,4,12,0
0,0,0,0,0,0
11,11,11,11,11,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,2,2,0
20,20,20,13,20,0
14,14,14,11,14,0
6,6,6,6,6,0
12,12,12,4,12,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,4,1,4,0
1,1,1,0,1,0
32,32,3,29,32,0
1,1,1,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,2,2,0
27,27,0,27,27,0
3,3,3,3,3,0
8,8,6,5,8,0
20,20,1,20,20,0
23,23,0,23,23,0
6,6,0,6,6,0
17,17,0,17,17,0
7,7,0,7,7,0
3,3,0,3,3,0
17,17,0,17,17,0
14,14,2,13,14,0
16,16,2,14,16,0
13,13,9,9,13,0
4,4,4,0,4,0
0,0,0,0,0,0
0,0,0,0,0,0
21,21,21,18,21,0
11,11,11,7,11,0
64,64,6,60,64,0
7,7,7,7,7,0
1,1,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,8,8,4,8,0
19,19,19,12,19,0
4,4,4,0,4,0
17,17,17,12,17,0
7,7,7,7,7,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,2,2,0
18,18,18,11,18,0
1,1,1,1,1,0
0,0,0,0,0,0
1,1,1,1,1,0
19,19,19,12,19,0
2,2,2,2,2,0
19,19,19,14,19,0
10,10,10,10,10,0
0,0,0,0,0,0
29,29,0,29,29,0
0,0,0,0,0,0
5,5,5,1,5,0
4,4,0,4,4,0
19,19,4,16,19,0
6,6,5,6,6,0
12,12,12,5,12,0
3,3,3,3,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,1,1,0
6,6,6,6,6,0
0,0,0,0,0,0
15,15,15,11,15,0
8,8,8,3,8,0
9,9,9,5,9,0
14,14,14,8,14,0
0,0,0,0,0,0
3,3,3,0,3,0
3,3,3,2,3,0
12,12,12,12,12,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
23,23,23,19,23,0
15,15,15,11,15,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,2,2,0
11,11,11,7,11,0
4,4,4,4,4,0
17,17,17,13,17,0
18,18,18,10,18,0
14,14,11,14,14,0
10,10,7,6,10,0
9,9,8,6,9,0
2,2,0,2,2,0
5,5,1,5,5,0
20,20,13,15,20,0
9,9,1,8,9,0
12,12,12,8,12,0
6,6,0,6,6,0
0,0,0,0,0,0
8,8,0,8,8,0
0,0,0,0,0,0
1,1,1,0,1,0
13,13,13,6,13,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,0,1,0
10,10,10,8,10,0
15,15,15,11,15,0
0,0,0,0,0,0
5,5,5,1,5,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,0,2,0
13,13,13,7,13,0
11,11,11,11,11,0
16,16,16,13,16,0
1,1,1,1,1,0
7,7,7,3,7,0
0,0,0,0,0,0
8,8,8,4,8,0
2,2,2,0,2,0
9,9,9,8,9,0
21,21,21,17,21,0
10,10,10,6,10,0
6,6,6,2,6,0
10,10,10,10,10,0
1,1,1,0,1,0
0,0,0,0,0,0
6,6,6,1,6,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,7,7,4,7,0
1,1,1,1,1,0
9,9,9,6,9,0
3,3,3,3,3,0
0,0,0,0,0,0
15,15,15,12,15,0
0,0,0,0,0,0
0,0,0,0,0,0
11,11,11,7,11,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17,17,17,5,17,0
8,8,8,8,8,0
0,0,0,0,0,0
0,0,0,0,0,0
3,3,3,1,3,0
4,4,4,2,4,0
4,4,4,4,4,0
0,0,0,0,0,0
9,9,9,4,9,0
0,0,0,0,0,0
0,0,0,0,0,0
8,8,0,8,8,0
0,0,0,0,0,0
5,5,5,1,5,0
0,0,0,0,0,0
19,19,19,15,19,0
8,8,0,8,8,0
7,7,7,4,7,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15,15,15,11,15,0
1,1,1,1,1,0
21,21,21,13,21,0
16,16,16,9,16,0
0,0,0,0,0,0
3,3,0,3,3,0
6,6,0,6,6,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
21,21,21,17,21,0
13,13,13,6,13,0
5,5,5,5,5,0
17,17,17,13,17,0
1,1,1,1,1,0
0,0,0,0,0,0
5,5,5,2,5,0
2,2,2,2,2,0
0,0,0,0,0,0
1,1,1,0,1,0
16,16,16,14,16,0
4,4,4,1,4,0
0,0,0,0,0,0
0,0,0,0,0,0
8,8,0,8,8,0
1,1,1,0,1,0
1,1,1,1,1,0
7,7,7,3,7,0
9,9,8,9,9,0
9,9,0,9,9,0
0,0,0,0,0,0
1,1,1,0,1,0
3,3,3,0,3,0
8,8,8,8,8,0
20,20,20,16,20,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,5,1,5,0
0,0,0,0,0,0
0,0,0,0,0,0
7,7,7,4,7,0
18,18,2,16,18,0
18,18,15,5,18,0
20,20,3,20,20,0
19,19,18,19,19,0
10,10,1,9,10,0
13,13,8,9,13,0
42,42,0,42,42,0
18,18,11,15,18,0
21,21,0,21,21,0
68,68,0,68,68,0
51,51,0,51,51,0
61,61,0,61,61,0
69,69,0,69,69,0
79,79,0,79,79,0
72,72,0,72,72,0
78,78,0,78,78,0
80,80,4,76,80,0
102,102,1,101,102,1
68,68,3,68,68,0
76,76,14,76,76,0
50,50,42,50,50,0
43,43,36,43,43,0
65,65,32,65,65,0
68,68,28,68,68,0
84,84,1,84,84,0
76,76,10,72,76,0
90,90,1,90,90,0
71,71,0,71,71,0
45,45,0,45,45,0
59,59,11,55,59,0
84,84,0,84,84,0
61,61,0,61,61,0
59,59,0,59,59,0
35,35,0,35,35,0
5,5,0,5,5,0
25,25,0,25,25,0
39,39,0,39,39,0
72,72,0,72,72,0
55,55,0,55,55,0
64,64,0,64,64,0
69,69,1,68,69,0
73,73,0,73,73,0
79,79,0,79,79,0
73,73,0,73,73,0
64,64,0,64,64,0
77,77,2,77,77,0
79,79,18,72,79,0
23,23,2,23,23,0
29,29,8,25,29,0
83,83,0,83,83,0
76,76,5,72,76,0
52,52,0,52,52,0
53,53,0,53,53,0
32,32,14,28,32,0
45,45,4,45,45,0
84,84,8,80,84,0
52,52,15,47,52,0
68,68,1,68,68,0
92,92,0,92,92,0
72,72,7,68,72,0
74,74,5,74,74,0
68,68,18,64,68,0
60,60,0,60,60,0
15,15,0,15,15,0
76,76,0,76,76,0
68,68,0,68,68,0
77,77,5,72,77,0
76,76,72,4,76,0
58,58,49,9,58,0
63,63,54,9,63,0
52,52,0,52,52,0
60,60,4,57,60,0
72,72,0,72,72,0
67,67,11,64,67,0
88,88,0,88,88,0
70,70,0,70,70,0
71,71,0,71,71,0
81,81,0,81,81,0
24,24,9,20,24,0
59,59,8,55,59,0
89,89,0,89,89,0
60,60,2,58,60,0
54,54,5,53,54,0
3,3,3,0,3,0
10,10,1,9,10,0
57,57,12,53,57,0
40,40,32,8,40,0
58,58,50,8,58,0
71,71,26,45,71,0
79,79,26,53,79,0
65,65,42,25,65,0
52,52,16,44,52,0
65,65,36,29,65,0
50,50,0,50,50,0
2,2,0,2,2,0
70,70,0,70,70,0
51,51,0,51,51,0
84,84,2,84,84,0
54,54,10,51,54,0
7,7,7,7,7,0
6,6,0,6,6,0
25,25,0,25,25,0
73,73,0,73,73,0
88,88,0,88,88,0
68,68,3,68,68,0
53,53,5,50,53,0
16,16,14,13,16,0
46,46,3,44,46,0
64,64,12,58,64,0
66,66,12,66,66,0
84,84,3,84,84,0
21,21,19,10,21,0
35,35,9,35,35,0
24,24,0,24,24,0
32,32,3,29,32,0
9,9,9,5,9,0
8,8,8,8,8,0
6,6,4,6,6,0
8,8,0,8,8,0
63,63,0,63,63,0
21,21,0,21,21,0
103,103,0,103,103,1
57,57,0,57,57,0
51,51,0,51,51,0
61,61,0,61,61,0
34,34,8,30,34,0
13,13,4,13,13,0
18,18,0,18,18,0
14,14,8,10,14,0
16,16,0,16,16,0
1,1,0,1,1,0
0,0,0,0,0,0
10,10,1,9,10,0
15,15,0,15,15,0
24,24,0,24,24,0
13,13,0,13,13,0
16,16,8,12,16,0
32,32,3,29,32,0
1,1,1,0,1,0
5,5,5,5,5,0
0,0,0,0,0,0
30,30,10,27,30,0
5,5,5,1,5,0
1,1,1,1,1,0
8,8,8,1,8,0
9,9,0,9,9,0
37,37,0,37,37,0
6,6,0,6,6,0
14,14,0,14,14,0
17,17,0,17,17,0
13,13,2,12,13,0
25,25,13,21,25,0
29,29,29,25,29,0
4,4,0,4,4,0
18,18,0,18,18,0
1,1,0,1,1,0
0,0,0,0,0,0
9,9,9,5,9,0
13,13,9,13,13,0
14,14,0,14,14,0
11,11,0,11,11,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,4,4,0
7,7,0,7,7,0
18,18,0,18,18,0
18,18,18,15,18,0
11,11,11,7,11,0
2,2,0,2,2,0
10,10,4,9,10,0
18,18,13,14,18,0
18,18,4,18,18,0
7,7,0,7,7,0
16,16,0,16,16,0
8,8,8,5,8,0
20,20,7,17,20,0
17,17,0,17,17,0
20,20,12,16,20,0
17,17,0,17,17,0
7,7,1,6,7,0
8,8,1,8,8,0
25,25,15,22,25,0
38,38,0,38,38,0
1,1,1,0,1,0
0,0,0,0,0,0
2,2,0,2,2,0
23,23,0,23,23,0
18,18,0,18,18,0
11,11,0,11,11,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
19,19,0,19,19,0
1,1,0,1,1,0
5,5,5,1,5,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,4,0,4,0
6,6,6,5,6,0
17,17,17,13,17,0
17,17,17,13,17,0
15,15,15,7,15,0
42,42,7,42,42,0
9,9,5,5,9,0
32,32,5,28,32,0
22,22,10,22,22,0
3,3,3,3,3,0
11,11,7,8,11,0
17,17,1,17,17,0
11,11,1,11,11,0
18,18,18,15,18,0
1,1,1,1,1,0
23,23,23,15,23,0
0,0,0,0,0,0
4,4,4,1,4,0
12,12,12,9,12,0
12,12,12,5,12,0
11,11,11,11,11,0
18,18,18,14,18,0
29,29,0,29,29,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15,15,3,15,15,0
29,29,16,20,29,0
1,1,1,1,1,0
1,1,1,1,1,0
18,18,18,11,18,0
7,7,7,7,7,0
29,29,0,29,29,0
1,1,1,0,1,0
8,8,8,4,8,0
19,19,19,11,19,0
5,5,5,1,5,0
1,1,1,1,1,0
12,12,12,9,12,0
8,8,8,8,8,0
5,5,5,1,5,0
0,0,0,0,0,0
1,1,1,1,1,0
16,16,16,12,16,0
26,26,26,19,26,0
5,5,5,5,5,0
0,0,0,0,0,0
10,10,10,7,10,0
0,0,0,0,0,0
2,2,2,2,2,0
6,6,6,2,6,0
6,6,6,6,6,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,5,1,5,0
20,20,20,15,20,0
16,16,11,12,16,0
19,19,8,16,19,0
42,42,0,42,42,0
4,4,0,4,4,0
40,40,0,40,40,0
1,1,0,1,1,0
5,5,0,5,5,0
9,9,2,9,9,0
16,16,16,8,16,0
9,9,9,9,9,0
0,0,0,0,0,0
8,8,8,4,8,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,4,4,0
25,25,0,25,25,0
29,29,0,29,29,0
2,2,0,2,2,0
19,19,1,19,19,0
11,11,6,8,11,0
41,41,8,41,41,0
15,15,0,15,15,0
3,3,3,3,3,0
18,18,15,12,18,0
29,29,16,29,29,0
15,15,14,11,15,0
2,2,2,2,2,0
9,9,9,5,9,0
11,11,11,11,11,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,2,0,2,0
27,27,27,21,27,0
4,4,4,4,4,0
18,18,18,14,18,0
11,11,11,4,11,0
4,4,4,4,4,0
2,2,0,2,2,0
22,22,0,22,22,0
5,5,0,5,5,0
0,0,0,0,0,0
0,0,0,0,0,0
24,24,0,24,24,0
14,14,11,10,14,0
35,35,9,35,35,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,2,2,0
14,14,11,10,14,0
26,26,0,26,26,0
3,3,3,3,3,0
5,5,4,1,5,0
4,4,4,4,4,0
4,4,4,1,4,0
0,0,0,0,0,0
0,0,0,0,0,0
6,6,6,1,6,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
11,11,3,11,11,0
7,7,7,3,7,0
1,1,1,1,1,0
6,6,6,3,6,0
15,15,15,11,15,0
6,6,1,6,6,0
5,5,0,5,5,0
0,0,0,0,0,0
8,8,8,4,8,0
0,0,0,0,0,0
8,8,8,4,8,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,6,6,1,6,0
3,3,3,3,3,0
5,5,5,1,5,0
1,1,1,1,1,0
11,11,11,7,11,0
0,0,0,0,0,0
29,29,0,29,29,0
12,12,12,7,12,0
3,3,3,0,3,0
4,4,4,4,4,0
10,10,10,7,10,0
13,13,5,13,13,0
13,13,13,9,13,0
6,6,6,2,6,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
15,15,15,11,15,0
11,11,11,8,11,0
11,11,11,7,11,0
0,0,0,0,0,0
8,8,0,8,8,0
0,0,0,0,0,0
7,7,7,4,7,0
0,0,0,0,0,0
1,1,1,1,1,0
18,18,18,14,18,0
8,8,8,4,8,0
0,0,0,0,0,0
0,0,0,0,0,0
6,6,0,6,6,0
13,13,0,13,13,0
10,10,0,10,10,0
11,11,11,7,11,0
0,0,0,0,0,0
1,1,1,1,1,0
20,20,20,16,20,0
0,0,0,0,0,0
10,10,10,6,10,0
11,11,11,6,11,0
11,11,11,6,11,0
19,19,19,19,19,0
14,14,14,10,14,0
3,3,1,3,3,0
23,23,18,19,23,0
8,8,0,8,8,0
0,0,0,0,0,0
4,4,0,4,4,0
9,9,4,5,9,0
4,4,4,4,4,0
1,1,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,4,1,4,0
3,3,3,3,3,0
13,13,13,5,13,0
1,1,1,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,4,4,0
25,25,0,25,25,0
1,1,1,1,1,0
10,10,10,6,10,0
1,1,1,0,1,0
15,15,5,11,15,0
12,12,0,12,12,0
4,4,0,4,4,0
16,16,8,12,16,0
0,0,0,0,0,0
27,27,12,21,27,0
14,14,14,10,14,0
10,10,0,10,10,0
7,7,1,6,7,0
28,28,7,25,28,0
31,31,14,27,31,0
17,17,9,17,17,0
3,3,0,3,3,0
6,6,1,6,6,0
16,16,8,12,16,0
3,3,3,3,3,0
13,13,13,10,13,0
1,1,0,1,1,0
18,18,11,14,18,0
6,6,6,2,6,0
14,14,14,14,14,0
0,0,0,0,0,0
28,28,15,24,28,0
10,10,0,10,10,0
23,23,1,22,23,0
17,17,14,14,17,0
18,18,0,18,18,0
20,20,1,19,20,0
17,17,3,17,17,0
9,9,0,9,9,0
1,1,1,1,1,0
14,14,14,10,14,0
5,5,5,5,5,0
12,12,12,8,12,0
10,10,10,6,10,0
46,46,17,43,46,0
15,15,12,11,15,0
16,16,1,16,16,0
24,24,1,23,24,0
5,5,5,2,5,0
45,45,3,45,45,0
13,13,0,13,13,0
13,13,0,13,13,0
6,6,0,6,6,0
16,16,0,16,16,0
10,10,0,10,10,0
